Date,Printer Server,Printer Name,Use Type,Total Printed Pages
10/3/2018 14:00,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:01,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:01,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:02,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,12
10/3/2018 14:02,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:03,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:03,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:04,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,12
10/3/2018 14:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:06,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:06,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,12
10/3/2018 14:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:19,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 14:38,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,12
10/3/2018 15:01,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 15:36,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 15:36,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:07,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:11,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/3/2018 16:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 16:54,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/3/2018 17:03,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/3/2018 17:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 17:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 17:22,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 20:31,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 20:32,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 20:38,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 21:24,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/3/2018 22:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/3/2018 23:13,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 7:43,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 10:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/4/2018 12:01,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:01,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:02,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:11,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:17,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/4/2018 12:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:22,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:24,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:26,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/4/2018 12:27,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/4/2018 12:33,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 12:37,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:41,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,6
10/4/2018 12:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:46,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 12:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 12:50,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 12:52,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 12:53,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 12:54,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 12:56,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:58,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 12:58,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:00,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:02,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:06,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 13:07,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:08,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:11,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:13,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 13:16,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:17,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:19,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:20,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:22,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:24,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/4/2018 13:26,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:27,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 13:28,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 13:30,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 13:31,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:33,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:34,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 13:35,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:37,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:38,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:39,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:43,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:43,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:44,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:45,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:46,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:47,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:50,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 13:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 13:53,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:57,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 13:59,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:04,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:06,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:06,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:07,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:07,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:08,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:08,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:10,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:10,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:11,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:13,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:16,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:17,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:17,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 14:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:19,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:20,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:24,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:24,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:25,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:26,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:28,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:29,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:30,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:31,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:31,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:32,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:33,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:34,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:35,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:36,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:36,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:37,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:37,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:39,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:40,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:41,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:43,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:45,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:47,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 14:50,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:52,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:54,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 14:57,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 14:59,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:01,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:02,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:03,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 15:07,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 15:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 15:10,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:11,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 15:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:13,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/4/2018 15:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:15,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 15:16,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/4/2018 15:17,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:20,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/4/2018 15:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:23,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:29,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/4/2018 15:40,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:41,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 15:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 16:08,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,9
10/4/2018 16:10,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,9
10/4/2018 16:11,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,8
10/4/2018 16:26,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/4/2018 17:24,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 17:28,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 17:34,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,10
10/4/2018 17:52,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 18:38,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/4/2018 19:10,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/4/2018 20:04,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 21:44,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 21:50,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,8
10/4/2018 22:13,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 22:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/4/2018 22:15,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 1:20,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 1:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 1:22,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 8:30,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 9:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 10:05,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 10:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/5/2018 10:25,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/5/2018 10:40,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,7
10/5/2018 10:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/5/2018 11:21,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 11:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 11:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 11:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:12,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:32,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/5/2018 12:32,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:42,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,6
10/5/2018 12:46,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:47,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:47,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:48,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:48,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:50,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:51,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:52,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:52,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:54,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/5/2018 12:55,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:56,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:56,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 12:57,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:03,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:04,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:06,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/5/2018 13:08,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:09,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:13,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,3
10/5/2018 13:15,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:15,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:16,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:16,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/5/2018 13:17,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,6
10/5/2018 13:18,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:19,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:20,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/5/2018 13:31,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:36,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/5/2018 13:37,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/5/2018 13:38,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 13:49,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,0
10/5/2018 13:53,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/5/2018 13:57,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,11
10/5/2018 13:59,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,11
10/5/2018 14:00,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 14:02,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,8
10/5/2018 14:03,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,4
10/5/2018 14:07,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,5
10/5/2018 14:22,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/5/2018 14:34,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,2
10/5/2018 14:35,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 14:38,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 15:14,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
10/5/2018 15:30,bigenergy.dsc.umich.edu,m-aab-3158-colormulti-1,PRINT,1
